,code,type,country,item
0,8536,import country, CHINA P RP,1.52
1,8536,import country, GERMANY,0.98
2,8536,import country, KOREA RP,0.74
3,8536,import country, JAPAN,0.59
4,8536,import country, U S A,0.53
5,8536,import country, SINGAPORE,0.35
6,8536,import country, FRANCE,0.30
7,8536,import country, ITALY,0.19
8,8536,import country, U K,0.19
9,8536,import country, THAILAND,0.14
10,8536,import port, MUMBAI AIR,1.05
11,8536,import port, DELHI AIR,1.04
12,8536,import port, BANGALORE AIRPORT,0.93
13,8536,import port, CHENNAI SEA,0.80
14,8536,import port, NHAVA SHEVA SEA,0.62
15,8536,import port, CHENNAI AIR,0.40
16,8536,import port, CFS PATPARGANJ,0.19
17,8536,import port, ICD BANGALORE,0.15
18,8536,import port, HYDERABAD AIRPORT,0.12
19,8536,import port, CFS ALBATROSS/ICD DADRI,0.12
20,7318,country, CHINA P RP,0.77
21,7318,country, JAPAN,0.76
22,7318,country, GERMANY,0.61
23,7318,country, KOREA RP,0.44
24,7318,country, U S A,0.28
25,7318,country, U K,0.25
26,7318,country, THAILAND,0.21
27,7318,country, ITALY,0.18
28,7318,country, TAIWAN,0.17
29,7318,country, FRANCE,0.13
30,7318,import port, CHENNAI SEA,1.02
31,7318,import port, NHAVA SHEVA SEA,0.75
32,7318,import port, ICD GARHIHARSARU,0.42
33,7318,import port, BANGALORE AIRPORT,0.34
34,7318,import port, MUMBAI AIR,0.31
35,7318,import port, DELHI AIR,0.19
36,7318,import port, DELHI (ICD),0.17
37,7318,import port, CHENNAI AIR,0.17
38,7318,import port, ICD Irungattukottai,0.17
39,7318,import port, CFS PATPARGANJ,0.13
40,4016,country, GERMANY,0.40
41,4016,country, U S A,0.39
42,4016,country, JAPAN,0.37
43,4016,country, CHINA P RP,0.32
44,4016,country, KOREA RP,0.23
45,4016,country, ITALY,0.17
46,4016,country, THAILAND,0.13
47,4016,country, FRANCE,0.11
48,4016,country, U K,0.11
49,4016,country, SINGAPORE,0.11
50,4016,import port, NHAVA SHEVA SEA,0.52
51,4016,import port, CHENNAI SEA,0.52
52,4016,import port, MUMBAI AIR,0.41
53,4016,import port, DELHI AIR,0.34
54,4016,import port, CHENNAI AIR,0.19
55,4016,import port, BANGALORE AIRPORT,0.19
56,4016,import port, CFS PATPARGANJ,0.10
57,4016,import port, DELHI (ICD),0.09
58,4016,import port, ICD GARHIHARSARU,0.08
59,4016,import port, ICD BANGALORE,0.07
60,8544,country, CHINA P RP,1.82
61,8544,country, KOREA RP,1.20
62,8544,country, GERMANY,0.45
63,8544,country, U S A,0.37
64,8544,country, MALAYSIA,0.22
65,8544,country, THAILAND,0.17
66,8544,country, JAPAN,0.16
67,8544,country, SRI LANKA DSR,0.15
68,8544,country, SINGAPORE,0.13
69,8544,country, U K,0.11
70,8544,import port, NHAVA SHEVA SEA,1.17
71,8544,import port, CHENNAI SEA,0.72
72,8544,import port, KOLKATA SEA,0.62
73,8544,import port, DELHI AIR,0.40
74,8544,import port, MUMBAI AIR,0.39
75,8544,import port, BANGALORE AIRPORT,0.39
76,8544,import port, ICD BANGALORE,0.27
77,8544,import port, DELHI (ICD),0.17
78,8544,import port, SIPCT ELE HW HITE SEZ ORAGADAM,0.16
79,8544,import port, CHENNAI AIR,0.14
80,8504,country, CHINA P RP,3.21
81,8504,country, GERMANY,1.11
82,8504,country, U S A,0.41
83,8504,country, JAPAN,0.39
84,8504,country, THAILAND,0.27
85,8504,country, SINGAPORE,0.26
86,8504,country, FINLAND,0.25
87,8504,country, U K,0.25
88,8504,country, KOREA RP,0.25
89,8504,country, ITALY,0.18
90,8504,import port, NHAVA SHEVA SEA,1.64
91,8504,import port, CHENNAI SEA,1.06
92,8504,import port, MUMBAI AIR,1.01
93,8504,import port, BANGALORE AIRPORT,0.92
94,8504,import port, DELHI AIR,0.81
95,8504,import port, CHENNAI AIR,0.36
96,8504,import port, ICD BANGALORE,0.35
97,8504,import port, DELHI (ICD),0.23
98,8504,import port, MUMBAI SEA,0.19
99,8504,import port, KOLKATA SEA,0.14
100,8482,country, CHINA P RP,2.18
101,8482,country, GERMANY,0.95
102,8482,country, JAPAN,0.59
103,8482,country, U S A,0.30
104,8482,country, ITALY,0.18
105,8482,country, FRANCE,0.16
106,8482,country, KOREA RP,0.15
107,8482,country, SWEDEN,0.12
108,8482,country, TAIWAN,0.08
109,8482,country, THAILAND,0.08
110,8482,import port, NHAVA SHEVA SEA,1.98
111,8482,import port, CHENNAI SEA,1.21
112,8482,import port, CFS PATPARGANJ,0.45
113,8482,import port, MUMBAI AIR,0.43
114,8482,import port, KOLKATA SEA,0.29
115,8482,import port, DELHI (ICD),0.22
116,8482,import port, BANGALORE AIRPORT,0.15
117,8482,import port, CHENNAI AIR,0.11
118,8482,import port, MAHINDRA CITY AUTO ANCI SEZ TN,0.09
119,8482,import port, DELHI AIR,0.09
120,8471,country, CHINA P RP,18.07
121,8471,country, SINGAPORE,4.08
122,8471,country, U S A,1.53
123,8471,country, THAILAND,1.46
124,8471,country, MALAYSIA,0.86
125,8471,country, IRELAND,0.61
126,8471,country, HONG KONG,0.43
127,8471,country, VIETNAM SOC REP,0.40
128,8471,country, MEXICO,0.38
129,8471,country, TAIWAN,0.34
130,8471,import port, MUMBAI AIR,5.67
131,8471,import port, BANGALORE AIRPORT,5.20
132,8471,import port, CHENNAI SEA,4.99
133,8471,import port, DELHI AIR,3.76
134,8471,import port, CHENNAI AIR,3.32
135,8471,import port, NHAVA SHEVA SEA,2.18
136,8471,import port, KOLKATA AIR,0.96
137,8471,import port, HYDERABAD AIRPORT,0.58
138,8471,import port, SIPCT HITECHCITY SRIPERUMBUDUR,0.54
139,8471,import port, CESSANA BUSINESS PARK COCHIN,0.30
140,3926,country, CHINA P RP,1.64
141,3926,country, U S A,0.43
142,3926,country, KOREA RP,0.43
143,3926,country, NEPAL,0.35
144,3926,country, GERMANY,0.35
145,3926,country, JAPAN,0.23
146,3926,country, HONG KONG,0.16
147,3926,country, ITALY,0.14
148,3926,country, THAILAND,0.14
149,3926,country, TAIWAN,0.11
150,3926,import port, CHENNAI SEA,0.78
151,3926,import port, NHAVA SHEVA SEA,0.75
152,3926,import port, DELHI AIR,0.52
153,3926,import port, DELHI (ICD),0.44
154,3926,import port, MUMBAI AIR,0.32
155,3926,import port, BANGALORE AIRPORT,0.31
156,3926,import port, MUMBAI SEA,0.17
157,3926,import port, CHENNAI AIR,0.15
158,3926,import port, JOGBANI,0.15
159,3926,import port, RAXAUL LAND,0.13
160,8483,country, CHINA P RP,1.42
161,8483,country, GERMANY,1.12
162,8483,country, U S A,0.55
163,8483,country, JAPAN,0.53
164,8483,country, ITALY,0.47
165,8483,country, KOREA RP,0.46
166,8483,country, U K,0.16
167,8483,country, FRANCE,0.13
168,8483,country, TAIWAN,0.11
169,8483,country, THAILAND,0.09
170,8483,import port, NHAVA SHEVA SEA,1.76
171,8483,import port, CHENNAI SEA,1.22
172,8483,import port, MUMBAI AIR,0.51
173,8483,import port, KOLKATA SEA,0.36
174,8483,import port, BANGALORE AIRPORT,0.20
175,8483,import port, CHENNAI AIR,0.19
176,8483,import port, DELHI AIR,0.19
177,8483,import port, ICD GARHIHARSARU,0.16
178,8483,import port, CFS PATPARGANJ,0.16
179,8483,import port, ICD Irungattukottai,0.12
180,8708,country, GERMANY,3.89
181,8708,country, KOREA RP,3.79
182,8708,country, CHINA P RP,3.67
183,8708,country, JAPAN,3.13
184,8708,country, THAILAND,2.01
185,8708,country, U S A,0.96
186,8708,country, ITALY,0.86
187,8708,country, ROMANIA,0.50
188,8708,country, CZECH REPUBLIC,0.45
189,8708,country, FRANCE,0.43
190,8708,import port, CHENNAI SEA,8.82
191,8708,import port, NHAVA SHEVA SEA,6.08
192,8708,import port, ICD GARHIHARSARU,1.51
193,8708,import port, ICD Irungattukottai,1.04
194,8708,import port, KATTUPALLI PORT/ TIRUVALLUR,0.88
195,8708,import port, DELHI AIR,0.58
196,8708,import port, DELHI (ICD),0.50
197,8708,import port, MUMBAI AIR,0.45
198,8708,import port, CHENNAI AIR,0.38
199,8708,import port, CGML DADRI,0.34
200,8517,country, CHINA P RP,55.87
201,8517,country, KOREA RP,7.84
202,8517,country, VIETNAM SOC REP,6.23
203,8517,country, U S A,3.31
204,8517,country, HONG KONG,2.11
205,8517,country, TAIWAN,1.73
206,8517,country, MALAYSIA,1.65
207,8517,country, SINGAPORE,1.40
208,8517,country, SWEDEN,1.30
209,8517,country, MEXICO,1.23
210,8517,import port, DELHI AIR,33.76
211,8517,import port, MUMBAI AIR,12.80
212,8517,import port, BANGALORE AIRPORT,12.34
213,8517,import port, NHAVA SHEVA SEA,7.14
214,8517,import port, CHENNAI AIR,5.93
215,8517,import port, KOLKATA AIR,2.82
216,8517,import port, CESSANA BUSINESS PARK COCHIN,2.54
217,8517,import port, SIPCT ELE HW HITE SEZ ORAGADAM,2.18
218,8517,import port, HYDERABAD AIRPORT,1.07
219,8517,import port, CHENNAI SEA,1.02
220,8414,country, CHINA P RP,3.37
221,8414,country, GERMANY,1.29
222,8414,country, JAPAN,1.05
223,8414,country, U S A,0.80
224,8414,country, THAILAND,0.68
225,8414,country, KOREA RP,0.50
226,8414,country, BELGIUM,0.27
227,8414,country, ITALY,0.20
228,8414,country, SWITZERLAND,0.19
229,8414,country, U K,0.19
230,8414,import port, NHAVA SHEVA SEA,2.39
231,8414,import port, CHENNAI SEA,1.16
232,8414,import port, SIKKA,0.96
233,8414,import port, MUMBAI AIR,0.69
234,8414,import port, ICD GARHIHARSARU,0.43
235,8414,import port, ICD PATLI,0.31
236,8414,import port, MUNDRA,0.27
237,8414,import port, CFS ALBATROSS/ICD DADRI,0.25
238,8414,import port, SEZ Jamnagar (Reliance),0.25
239,8414,import port, ICD Irungattukottai,0.20
240,8481,country, GERMANY,1.29
241,8481,country, CHINA P RP,1.12
242,8481,country, U S A,1.10
243,8481,country, ITALY,0.61
244,8481,country, JAPAN,0.55
245,8481,country, KOREA RP,0.31
246,8481,country, U K,0.29
247,8481,country, FRANCE,0.24
248,8481,country, THAILAND,0.12
249,8481,country, SINGAPORE,0.11
250,8481,import port, NHAVA SHEVA SEA,1.55
251,8481,import port, MUMBAI AIR,1.06
252,8481,import port, CHENNAI SEA,0.87
253,8481,import port, DELHI AIR,0.48
254,8481,import port, BANGALORE AIRPORT,0.44
255,8481,import port, CHENNAI AIR,0.44
256,8481,import port, KOLKATA SEA,0.24
257,8481,import port, CFS PATPARGANJ,0.24
258,8481,import port, ICD GARHIHARSARU,0.21
259,8481,import port, DELHI (ICD),0.15
260,8413,country, GERMANY,0.96
261,8413,country, CHINA P RP,0.77
262,8413,country, U S A,0.77
263,8413,country, JAPAN,0.43
264,8413,country, ITALY,0.40
265,8413,country, KOREA RP,0.23
266,8413,country, FRANCE,0.19
267,8413,country, U K,0.19
268,8413,country, THAILAND,0.12
269,8413,country, ROMANIA,0.12
270,8413,import port, NHAVA SHEVA SEA,1.17
271,8413,import port, CHENNAI SEA,1.14
272,8413,import port, MUMBAI AIR,0.53
273,8413,import port, KOLKATA SEA,0.33
274,8413,import port, BANGALORE AIRPORT,0.29
275,8413,import port, DELHI AIR,0.27
276,8413,import port, CHENNAI AIR,0.24
277,8413,import port, MUNDRA,0.13
278,8413,import port, MUMBAI SEA,0.12
279,8413,import port, CFS PATPARGANJ,0.09
280,8421,country, GERMANY,1.02
281,8421,country, U S A,0.94
282,8421,country, CHINA P RP,0.74
283,8421,country, KOREA RP,0.48
284,8421,country, U K,0.35
285,8421,country, JAPAN,0.21
286,8421,country, SOUTH AFRICA,0.18
287,8421,country, THAILAND,0.16
288,8421,country, ITALY,0.16
289,8421,country, FRANCE,0.13
290,8421,import port, NHAVA SHEVA SEA,1.07
291,8421,import port, CHENNAI SEA,0.77
292,8421,import port, SEZ Jamnagar (Reliance),0.62
293,8421,import port, MUMBAI AIR,0.53
294,8421,import port, MUNDRA,0.27
295,8421,import port, CHENNAI AIR,0.26
296,8421,import port, DELHI AIR,0.22
297,8421,import port, DELHI (ICD),0.19
298,8421,import port, BANGALORE AIRPORT,0.19
299,8421,import port, SIKKA,0.16
300,9018,country, U S A,2.24
301,9018,country, GERMANY,1.54
302,9018,country, CHINA P RP,1.11
303,9018,country, JAPAN,0.59
304,9018,country, SINGAPORE,0.31
305,9018,country, KOREA RP,0.29
306,9018,country, IRELAND,0.28
307,9018,country, FRANCE,0.22
308,9018,country, SWITZERLAND,0.21
309,9018,country, MEXICO,0.19
310,9018,import port, DELHI AIR,2.12
311,9018,import port, MUMBAI AIR,1.81
312,9018,import port, CHENNAI AIR,1.36
313,9018,import port, BANGALORE AIRPORT,0.75
314,9018,import port, CHENNAI SEA,0.68
315,9018,import port, NHAVA SHEVA SEA,0.45
316,9018,import port, KOLKATA AIR,0.20
317,9018,import port, DELHI (ICD),0.14
318,9018,import port, HYDERABAD AIRPORT,0.14
319,9018,import port, COCHIN AIRPORT,0.12
320,8501,country, CHINA P RP,1.49
321,8501,country, GERMANY,0.54
322,8501,country, KOREA RP,0.48
323,8501,country, U S A,0.33
324,8501,country, JAPAN,0.22
325,8501,country, ITALY,0.18
326,8501,country, U K,0.11
327,8501,country, VIETNAM SOC REP,0.11
328,8501,country, INDONESIA,0.08
329,8501,country, SWITZERLAND,0.07
330,8501,import port, NHAVA SHEVA SEA,0.94
331,8501,import port, CHENNAI SEA,0.91
332,8501,import port, MUMBAI AIR,0.36
333,8501,import port, KOLKATA SEA,0.27
334,8501,import port, DELHI AIR,0.22
335,8501,import port, BANGALORE AIRPORT,0.14
336,8501,import port, PIPAVAB(VICYOR),0.13
337,8501,import port, DELHI (ICD),0.12
338,8501,import port, CHENNAI AIR,0.12
339,8501,import port, CFS ALBATROSS/ICD DADRI,0.12
340,8541,country, CHINA P RP,5.58
341,8541,country, MALAYSIA,1.06
342,8541,country, JAPAN,0.49
343,8541,country, SINGAPORE,0.46
344,8541,country, TAIWAN,0.34
345,8541,country, HONG KONG,0.24
346,8541,country, U S A,0.24
347,8541,country, ITALY,0.21
348,8541,country, KOREA RP,0.16
349,8541,country, GERMANY,0.12
350,8541,import port, NHAVA SHEVA SEA,1.80
351,8541,import port, DELHI AIR,1.03
352,8541,import port, BANGALORE AIRPORT,0.94
353,8541,import port, CHENNAI SEA,0.82
354,8541,import port, MUNDRA,0.63
355,8541,import port, MUMBAI AIR,0.49
356,8541,import port, ICD LUDHIANA,0.45
357,8541,import port, ICD JODHPUR,0.45
358,8541,import port, SIPCT ELE HW HITE SEZ ORAGADAM,0.33
359,8541,import port, HYDERABAD AIRPORT,0.23
360,3923,country, CHINA P RP,0.40
361,3923,country, U S A,0.26
362,3923,country, U K,0.10
363,3923,country, ITALY,0.10
364,3923,country, NEPAL,0.07
365,3923,country, KOREA RP,0.06
366,3923,country, GERMANY,0.06
367,3923,country, THAILAND,0.06
368,3923,country, JAPAN,0.05
369,3923,country, SRI LANKA DSR,0.04
370,3923,import port, NHAVA SHEVA SEA,0.47
371,3923,import port, CHENNAI SEA,0.18
372,3923,import port, MUMBAI AIR,0.14
373,3923,import port, ICD Irungattukottai,0.10
374,3923,import port, DELHI (ICD),0.06
375,3923,import port, DELHI AIR,0.05
376,3923,import port, NAUTANWA (SONAULI),0.04
377,3923,import port, Brandix IndiaApparel Pvt Ltd  ,0.04
378,3923,import port, BANGALORE AIRPORT,0.04
379,3923,import port, CFS PATPARGANJ,0.03
380,7326,country, CHINA P RP,0.89
381,7326,country, JAPAN,0.43
382,7326,country, GERMANY,0.35
383,7326,country, THAILAND,0.29
384,7326,country, U S A,0.26
385,7326,country, FRANCE,0.24
386,7326,country, KOREA RP,0.22
387,7326,country, ITALY,0.19
388,7326,country, SINGAPORE,0.14
389,7326,country, VIETNAM SOC REP,0.10
390,7326,import port, CHENNAI SEA,0.78
391,7326,import port, NHAVA SHEVA SEA,0.66
392,7326,import port, MUMBAI SEA,0.34
393,7326,import port, MUMBAI AIR,0.21
394,7326,import port, BANGALORE AIRPORT,0.20
395,7326,import port, DELHI AIR,0.17
396,7326,import port, KATTUPALLI PORT/ TIRUVALLUR,0.17
397,7326,import port, ICD Irungattukottai,0.16
398,7326,import port, ICD BANGALORE,0.16
399,7326,import port, KOLKATA SEA,0.15
400,9993,country, UNSPECIFIED,42.42
401,9993,country, SURINAME,0.93
402,9993,country, U S A,0.88
403,9993,country, SLOVAK REP,0.43
404,9993,country, HONG KONG,0.22
405,9993,country, U ARAB EMTS,0.18
406,9993,country, FRANCE,0.10
407,9993,country, U K,0.09
408,9993,country, GERMANY,0.07
409,9993,country, BELGIUM,0.04
410,9993,import port, DPCC MUMBAI,38.87
411,9993,import port, BANGALORE AIRPORT,1.84
412,9993,import port, DELHI AIR,0.89
413,9993,import port, NHAVA SHEVA SEA,0.70
414,9993,import port, JAIPUR A.C.,0.63
415,9993,import port, AC JAIPUR (GEMS AND JEWELLERY),0.56
416,9993,import port, CHENNAI SEA,0.36
417,9993,import port, SEEPZ,0.30
418,9993,import port, MUMBAI AIR,0.30
419,9993,import port, MAGDALLA PORT SEA,0.18
420,8443,country, CHINA P RP,2.99
421,8443,country, JAPAN,1.12
422,8443,country, GERMANY,0.45
423,8443,country, U S A,0.30
424,8443,country, ITALY,0.26
425,8443,country, INDONESIA,0.23
426,8443,country, MALAYSIA,0.22
427,8443,country, SINGAPORE,0.22
428,8443,country, PHILIPPINES,0.21
429,8443,country, VIETNAM SOC REP,0.17
430,8443,import port, NHAVA SHEVA SEA,3.59
431,8443,import port, CHENNAI SEA,1.06
432,8443,import port, MUMBAI AIR,0.44
433,8443,import port, DELHI AIR,0.44
434,8443,import port, DELHI (ICD),0.37
435,8443,import port, KOLKATA SEA,0.23
436,8443,import port, BANGALORE AIRPORT,0.17
437,8443,import port, MUNDRA,0.16
438,8443,import port, COCHIN SEA,0.15
439,8443,import port, CHENNAI AIR,0.09
440,3920,country, CHINA P RP,0.90
441,3920,country, THAILAND,0.39
442,3920,country, U S A,0.38
443,3920,country, KOREA RP,0.36
444,3920,country, GERMANY,0.27
445,3920,country, JAPAN,0.23
446,3920,country, TAIWAN,0.13
447,3920,country, MALAYSIA,0.12
448,3920,country, SINGAPORE,0.09
449,3920,country, ITALY,0.07
450,3920,import port, NHAVA SHEVA SEA,1.48
451,3920,import port, DELHI (ICD),0.42
452,3920,import port, CHENNAI SEA,0.38
453,3920,import port, ICD BANGALORE,0.26
454,3920,import port, MUMBAI AIR,0.08
455,3920,import port, KOLKATA SEA,0.07
456,3920,import port, CFS PATPARGANJ,0.07
457,3920,import port, DELHI AIR,0.06
458,3920,import port, ICD REWARI,0.05
459,3920,import port, ICD GARHIHARSARU,0.05
460,8431,country, CHINA P RP,1.50
461,8431,country, U S A,1.12
462,8431,country, KOREA RP,0.81
463,8431,country, GERMANY,0.43
464,8431,country, JAPAN,0.37
465,8431,country, ITALY,0.32
466,8431,country, SINGAPORE,0.28
467,8431,country, INDONESIA,0.20
468,8431,country, U K,0.19
469,8431,country, AUSTRIA,0.14
470,8431,import port, NHAVA SHEVA SEA,2.20
471,8431,import port, CHENNAI SEA,1.29
472,8431,import port, MUMBAI AIR,0.53
473,8431,import port, KOLKATA SEA,0.51
474,8431,import port, CHENNAI AIR,0.28
475,8431,import port, MUMBAI SEA,0.27
476,8431,import port, ICD BANGALORE,0.15
477,8431,import port, VISAKHAPATNAM SPL ECONOMIC ZON,0.13
478,8431,import port, ICD HYDERABAD,0.11
479,8431,import port, DELHI AIR,0.11
480,8533,country, CHINA P RP,0.26
481,8533,country, JAPAN,0.10
482,8533,country, SINGAPORE,0.07
483,8533,country, GERMANY,0.05
484,8533,country, U S A,0.05
485,8533,country, MALAYSIA,0.04
486,8533,country, TAIWAN,0.04
487,8533,country, KOREA RP,0.04
488,8533,country, THAILAND,0.04
489,8533,country, HONG KONG,0.02
490,8533,import port, DELHI AIR,0.18
491,8533,import port, NHAVA SHEVA SEA,0.11
492,8533,import port, BANGALORE AIRPORT,0.10
493,8533,import port, MUMBAI AIR,0.06
494,8533,import port, CFS PATPARGANJ,0.06
495,8533,import port, CHENNAI AIR,0.05
496,8533,import port, CHENNAI SEA,0.05
497,8533,import port, DELHI (ICD),0.02
498,8533,import port, CFS ALBATROSS/ICD DADRI,0.02
499,8533,import port, SEZ NOKIA Chennai,0.02
500,8207,country, KOREA RP,1.10
501,8207,country, CHINA P RP,0.62
502,8207,country, JAPAN,0.54
503,8207,country, GERMANY,0.42
504,8207,country, U S A,0.30
505,8207,country, TAIWAN,0.17
506,8207,country, SWEDEN,0.11
507,8207,country, ITALY,0.11
508,8207,country, THAILAND,0.07
509,8207,country, U K,0.05
510,8207,import port, CHENNAI SEA,1.09
511,8207,import port, NHAVA SHEVA SEA,0.64
512,8207,import port, MUMBAI AIR,0.48
513,8207,import port, DELHI AIR,0.30
514,8207,import port, BANGALORE AIRPORT,0.27
515,8207,import port, ICD GARHIHARSARU,0.16
516,8207,import port, CHENNAI AIR,0.16
517,8207,import port, MUNDRA,0.13
518,8207,import port, HYDERABAD AIRPORT,0.11
519,8207,import port," APIIC SEZ AEROSPACE, VIZAG",0.08
520,8523,country, CHINA P RP,2.55
521,8523,country, FINLAND,1.67
522,8523,country, U S A,0.86
523,8523,country, TAIWAN,0.77
524,8523,country, SINGAPORE,0.43
525,8523,country, ISRAEL,0.35
526,8523,country, HONG KONG,0.33
527,8523,country, GERMANY,0.28
528,8523,country, KOREA RP,0.25
529,8523,country, NETHERLAND,0.21
530,8523,import port, DELHI AIR,2.32
531,8523,import port, SIPCT ELE HW HITE SEZ ORAGADAM,1.49
532,8523,import port, MUMBAI AIR,1.44
533,8523,import port, CHENNAI AIR,0.77
534,8523,import port, BANGALORE AIRPORT,0.51
535,8523,import port, KOLKATA AIR,0.50
536,8523,import port, SIPCT HITECHCITY SRIPERUMBUDUR,0.40
537,8523,import port, MAHINDRA WORLD CITY IT ITES,0.22
538,8523,import port, SEZ NOKIA Chennai,0.18
539,8523,import port, SEZ Noida ,0.15
540,9403,country, CHINA P RP,1.82
541,9403,country, MALAYSIA,0.40
542,9403,country, ITALY,0.21
543,9403,country, GERMANY,0.14
544,9403,country, SRI LANKA DSR,0.08
545,9403,country, U S A,0.07
546,9403,country, HONG KONG,0.06
547,9403,country, SINGAPORE,0.05
548,9403,country, U ARAB EMTS,0.05
549,9403,country, INDONESIA,0.04
550,9403,import port, NHAVA SHEVA SEA,0.78
551,9403,import port, CHENNAI SEA,0.56
552,9403,import port, DELHI (ICD),0.48
553,9403,import port, ICD BANGALORE,0.25
554,9403,import port, COCHIN SEA,0.13
555,9403,import port, KOLKATA SEA,0.13
556,9403,import port, MUMBAI SEA,0.08
557,9403,import port, ICD HYDERABAD,0.07
558,9403,import port, ICD NAGPUR,0.06
559,9403,import port, DELHI AIR,0.04
560,8543,country, U S A,1.18
561,8543,country, CHINA P RP,0.75
562,8543,country, GERMANY,0.37
563,8543,country, ISRAEL,0.28
564,8543,country, U K,0.17
565,8543,country, JAPAN,0.17
566,8543,country, MALAYSIA,0.14
567,8543,country, SINGAPORE,0.13
568,8543,country, FRANCE,0.13
569,8543,country, SWITZERLAND,0.10
570,8543,import port, BANGALORE AIRPORT,0.83
571,8543,import port, HYDERABAD AIRPORT,0.67
572,8543,import port, MUMBAI AIR,0.55
573,8543,import port, DELHI AIR,0.53
574,8543,import port, NHAVA SHEVA SEA,0.41
575,8543,import port, AHMEDABAD AIR CARGO COMPLEX,0.17
576,8543,import port, CHENNAI AIR,0.15
577,8543,import port, CHENNAI SEA,0.13
578,8543,import port, DELHI (ICD),0.10
579,8543,import port, ICD BANGALORE,0.08
580,9027,country, U S A,1.30
581,9027,country, GERMANY,0.83
582,9027,country, JAPAN,0.73
583,9027,country, SINGAPORE,0.73
584,9027,country, CHINA P RP,0.37
585,9027,country, U K,0.32
586,9027,country, FRANCE,0.28
587,9027,country, SWITZERLAND,0.28
588,9027,country, AUSTRIA,0.18
589,9027,country, IRELAND,0.14
590,9027,import port, MUMBAI AIR,1.61
591,9027,import port, DELHI AIR,1.15
592,9027,import port, BANGALORE AIRPORT,0.70
593,9027,import port, CHENNAI AIR,0.64
594,9027,import port, HYDERABAD AIRPORT,0.54
595,9027,import port, KOLKATA AIR,0.21
596,9027,import port, CHENNAI SEA,0.20
597,9027,import port, AHMEDABAD AIR CARGO COMPLEX,0.17
598,9027,import port, NHAVA SHEVA SEA,0.16
599,9027,import port, J MATADEE CHENNAI,0.07
600,8302,country, CHINA P RP,0.99
601,8302,country, GERMANY,0.29
602,8302,country, KOREA RP,0.10
603,8302,country, TAIWAN,0.05
604,8302,country, ITALY,0.04
605,8302,country, AUSTRIA,0.04
606,8302,country, THAILAND,0.04
607,8302,country, JAPAN,0.04
608,8302,country, U S A,0.04
609,8302,country, U K,0.03
610,8302,import port, NHAVA SHEVA SEA,0.66
611,8302,import port, CHENNAI SEA,0.38
612,8302,import port, DELHI (ICD),0.21
613,8302,import port, CFS PATPARGANJ,0.07
614,8302,import port, MUMBAI SEA,0.07
615,8302,import port, ICD Irungattukottai,0.06
616,8302,import port, MUMBAI AIR,0.05
617,8302,import port, ICD BANGALORE,0.04
618,8302,import port, DELHI AIR,0.03
619,8302,import port, CFS STARTRACK DADRI,0.03
620,3917,country, CHINA P RP,0.25
621,3917,country, GERMANY,0.11
622,3917,country, U S A,0.07
623,3917,country, JAPAN,0.05
624,3917,country, KOREA RP,0.05
625,3917,country, U K,0.04
626,3917,country, ITALY,0.04
627,3917,country, FRANCE,0.03
628,3917,country, SWITZERLAND,0.02
629,3917,country, TAIWAN,0.02
630,3917,import port, NHAVA SHEVA SEA,0.21
631,3917,import port, CHENNAI SEA,0.10
632,3917,import port, MUMBAI AIR,0.08
633,3917,import port, DELHI (ICD),0.08
634,3917,import port, MUMBAI SEA,0.07
635,3917,import port, DELHI AIR,0.06
636,3917,import port, CFS PATPARGANJ,0.04
637,3917,import port, BANGALORE AIRPORT,0.03
638,3917,import port, CHENNAI AIR,0.03
639,3917,import port, HYDERABAD AIRPORT,0.02
640,8479,country, CHINA P RP,1.52
641,8479,country, GERMANY,1.37
642,8479,country, JAPAN,0.92
643,8479,country, KOREA RP,0.72
644,8479,country, U S A,0.67
645,8479,country, ITALY,0.45
646,8479,country, U K,0.25
647,8479,country, FRANCE,0.22
648,8479,country, TAIWAN,0.18
649,8479,country, SINGAPORE,0.17
650,8479,import port, NHAVA SHEVA SEA,2.29
651,8479,import port, CHENNAI SEA,1.40
652,8479,import port, MUMBAI AIR,0.72
653,8479,import port, DELHI (ICD),0.35
654,8479,import port, KOLKATA SEA,0.32
655,8479,import port, DELHI AIR,0.32
656,8479,import port, BANGALORE AIRPORT,0.27
657,8479,import port, MUMBAI SEA,0.24
658,8479,import port, MUNDRA,0.21
659,8479,import port, CHENNAI AIR,0.18
660,8409,country, JAPAN,0.82
661,8409,country, U S A,0.63
662,8409,country, GERMANY,0.62
663,8409,country, KOREA RP,0.54
664,8409,country, CHINA P RP,0.51
665,8409,country, THAILAND,0.47
666,8409,country, ITALY,0.29
667,8409,country, U K,0.17
668,8409,country, FRANCE,0.13
669,8409,country, ROMANIA,0.11
670,8409,import port, CHENNAI SEA,1.42
671,8409,import port, NHAVA SHEVA SEA,0.97
672,8409,import port, MUMBAI AIR,0.45
673,8409,import port, ICD GARHIHARSARU,0.37
674,8409,import port, ICD Irungattukottai,0.28
675,8409,import port, KOLKATA SEA,0.25
676,8409,import port, DELHI AIR,0.18
677,8409,import port, CHENNAI AIR,0.14
678,8409,import port, CGML DADRI,0.13
679,8409,import port, BANGALORE AIRPORT,0.12
680,8466,country, KOREA RP,0.60
681,8466,country, JAPAN,0.52
682,8466,country, GERMANY,0.39
683,8466,country, CHINA P RP,0.26
684,8466,country, U S A,0.16
