,code,type,country,item
1705,7602,country, SOUTH AFRICA,0.43
1706,7602,country, AUSTRALIA,0.42
1707,7602,country, BELGIUM,0.37
1708,7602,country, GERMANY,0.31
1709,7602,country, KUWAIT,0.25
1710,7602,import port, NHAVA SHEVA SEA,2.20
1711,7602,import port, ICD SABARMATI,1.25
1712,7602,import port, CHENNAI SEA,1.14
1713,7602,import port, CFS STARTRACK DADRI,0.93
1714,7602,import port, CGML DADRI,0.72
1715,7602,import port, ICD NOIDA-DADRI,0.63
1716,7602,import port, ICD LONI,0.56
1717,7602,import port, MUNDRA,0.56
1718,7602,import port, CFS ALBATROSS/ICD DADRI,0.54
1719,7602,import port, ICD LUDHIANA,0.31
1720,4901,country, U K,0.64
1721,4901,country, U S A,0.31
1722,4901,country, SINGAPORE,0.09
1723,4901,country, CHINA P RP,0.05
1724,4901,country, RUSSIA,0.04
1725,4901,country, GERMANY,0.02
1726,4901,country, U ARAB EMTS,0.01
1727,4901,country, HONG KONG,0.01
1728,4901,country, AUSTRALIA,0.01
1729,4901,country, FRANCE,0.01
1730,4901,import port, DELHI AIR,0.49
1731,4901,import port, CFS PATPARGANJ,0.33
1732,4901,import port, DELHI (ICD),0.14
1733,4901,import port, NHAVA SHEVA SEA,0.07
1734,4901,import port, MUMBAI AIR,0.05
1735,4901,import port, CHENNAI SEA,0.04
1736,4901,import port, BANGALORE AIRPORT,0.02
1737,4901,import port, CHENNAI AIR,0.02
1738,4901,import port, ICD PATLI,0.01
1739,4901,import port, MUMBAI SEA,0.01
1740,3403,country, JAPAN,0.40
1741,3403,country, GERMANY,0.33
1742,3403,country, U S A,0.28
1743,3403,country, FRANCE,0.07
1744,3403,country, KOREA RP,0.06
1745,3403,country, ITALY,0.06
1746,3403,country, BELGIUM,0.05
1747,3403,country, NETHERLAND,0.05
1748,3403,country, CHINA P RP,0.04
1749,3403,country, SINGAPORE,0.02
1750,3403,import port, NHAVA SHEVA SEA,0.84
1751,3403,import port, CHENNAI SEA,0.23
1752,3403,import port, MUMBAI AIR,0.06
1753,3403,import port, DELHI (ICD),0.06
1754,3403,import port," ICD PANKI, UP",0.06
1755,3403,import port, KOLKATA SEA,0.05
1756,3403,import port, DELHI AIR,0.04
1757,3403,import port, ICD Juhi Railway Yard Kanpur,0.03
1758,3403,import port, BANGALORE AIRPORT,0.02
1759,3403,import port, CFS PATPARGANJ,0.02
1760,8484,country, GERMANY,0.11
1761,8484,country, JAPAN,0.08
1762,8484,country, U S A,0.07
1763,8484,country, KOREA RP,0.05
1764,8484,country, ITALY,0.04
1765,8484,country, CHINA P RP,0.04
1766,8484,country, U K,0.03
1767,8484,country, THAILAND,0.02
1768,8484,country, TAIWAN,0.01
1769,8484,country, SINGAPORE,0.01
1770,8484,import port, MUMBAI AIR,0.13
1771,8484,import port, NHAVA SHEVA SEA,0.12
1772,8484,import port, CHENNAI SEA,0.11
1773,8484,import port, BANGALORE AIRPORT,0.04
1774,8484,import port, CHENNAI AIR,0.04
1775,8484,import port, DELHI AIR,0.02
1776,8484,import port, KOLKATA SEA,0.01
1777,8484,import port, MUMBAI SEA,0.01
1778,8484,import port, HYDERABAD AIRPORT,0.01
1779,8484,import port, KOLKATA AIR,0.01
1780,7219,country, CHINA P RP,1.34
1781,7219,country, JAPAN,0.42
1782,7219,country, KOREA RP,0.38
1783,7219,country, MALAYSIA,0.38
1784,7219,country, BELGIUM,0.16
1785,7219,country, U S A,0.12
1786,7219,country, FINLAND,0.12
1787,7219,country, SOUTH AFRICA,0.11
1788,7219,country, GERMANY,0.10
1789,7219,country, FRANCE,0.10
1790,7219,import port, NHAVA SHEVA SEA,1.73
1791,7219,import port, MUMBAI SEA,0.60
1792,7219,import port, CHENNAI SEA,0.26
1793,7219,import port, MUNDRA,0.23
1794,7219,import port, ICD SABARMATI,0.21
1795,7219,import port, DELHI (ICD),0.20
1796,7219,import port, KANDLA SEA,0.13
1797,7219,import port, ICD  PITHAMPUR  (INDORE),0.12
1798,7219,import port, ICD BANGALORE,0.08
1799,7219,import port," ARSHIYA INTL. FTWZ-SEZ, RAIGAD",0.06
1800,6804,country, CHINA P RP,0.44
1801,6804,country, JAPAN,0.08
1802,6804,country, ITALY,0.07
1803,6804,country, THAILAND,0.07
1804,6804,country, GERMANY,0.05
1805,6804,country, AUSTRIA,0.04
1806,6804,country, U S A,0.02
1807,6804,country, TAIWAN,0.02
1808,6804,country, PHILIPPINES,0.02
1809,6804,country, SWITZERLAND,0.02
1810,6804,import port, MUNDRA,0.17
1811,6804,import port, CHENNAI SEA,0.15
1812,6804,import port, NHAVA SHEVA SEA,0.12
1813,6804,import port, ICD BANGALORE,0.08
1814,6804,import port, MUMBAI AIR,0.06
1815,6804,import port, DELHI (ICD),0.05
1816,6804,import port, DELHI AIR,0.05
1817,6804,import port, BANGALORE AIRPORT,0.05
1818,6804,import port, KOLKATA SEA,0.04
1819,6804,import port, CHENNAI AIR,0.03
1820,9401,country, CHINA P RP,0.51
1821,9401,country, GERMANY,0.25
1822,9401,country, U S A,0.20
1823,9401,country, THAILAND,0.17
1824,9401,country, U K,0.09
1825,9401,country, JAPAN,0.09
1826,9401,country, MALAYSIA,0.07
1827,9401,country, ITALY,0.05
1828,9401,country, KOREA RP,0.04
1829,9401,country, FRANCE,0.04
1830,9401,import port, NHAVA SHEVA SEA,0.77
1831,9401,import port, CHENNAI SEA,0.29
1832,9401,import port, ICD BANGALORE,0.11
1833,9401,import port, DELHI (ICD),0.07
1834,9401,import port, DELHI AIR,0.07
1835,9401,import port, ICD GARHIHARSARU,0.06
1836,9401,import port, MUMBAI AIR,0.05
1837,9401,import port, CGML DADRI,0.04
1838,9401,import port, CFS PATPARGANJ,0.03
1839,9401,import port, HYDERABAD AIRPORT,0.03
1840,8424,country, CHINA P RP,0.53
1841,8424,country, U S A,0.18
1842,8424,country, ISRAEL,0.16
1843,8424,country, GERMANY,0.15
1844,8424,country, ITALY,0.07
1845,8424,country, TAIWAN,0.06
1846,8424,country, JAPAN,0.04
1847,8424,country, FRANCE,0.04
1848,8424,country, U K,0.03
1849,8424,country, SWITZERLAND,0.02
1850,8424,import port, NHAVA SHEVA SEA,0.42
1851,8424,import port, CHENNAI SEA,0.22
1852,8424,import port, MUMBAI AIR,0.14
1853,8424,import port, ICD VADODARA/BARODA,0.10
1854,8424,import port, DELHI AIR,0.09
1855,8424,import port, DELHI (ICD),0.07
1856,8424,import port, ICD BANGALORE,0.04
1857,8424,import port, SEZ Indore,0.04
1858,8424,import port, ICD LUDHIANA,0.03
1859,8424,import port, KOLKATA SEA,0.03
1860,3904,country, TAIWAN,2.20
1861,3904,country, KOREA RP,2.03
1862,3904,country, CHINA P RP,2.03
1863,3904,country, BELGIUM,0.70
1864,3904,country, JAPAN,0.56
1865,3904,country, U S A,0.49
1866,3904,country, IRAN,0.38
1867,3904,country, GERMANY,0.37
1868,3904,country, THAILAND,0.29
1869,3904,country, NORWAY,0.18
1870,3904,import port, NHAVA SHEVA SEA,4.27
1871,3904,import port, DELHI (ICD),1.88
1872,3904,import port, CHENNAI SEA,1.29
1873,3904,import port, KOLKATA SEA,0.47
1874,3904,import port, ICD THAR DRY PORT,0.38
1875,3904,import port, TELEGAON,0.28
1876,3904,import port," ARSHIYA INTL. FTWZ-SEZ, RAIGAD",0.18
1877,3904,import port," ICD THAR DRY PORT, JODHPUR",0.15
1878,3904,import port, ICD LUDHIANA,0.12
1879,3904,import port, COCHIN SEA,0.11
1880,3215,country, SWITZERLAND,0.47
1881,3215,country, SPAIN,0.23
1882,3215,country, CHINA P RP,0.13
1883,3215,country, GERMANY,0.09
1884,3215,country, JAPAN,0.06
1885,3215,country, U K,0.05
1886,3215,country, KOREA RP,0.04
1887,3215,country, U S A,0.04
1888,3215,country, INDONESIA,0.03
1889,3215,country, SINGAPORE,0.03
1890,3215,import port, DELHI AIR,0.48
1891,3215,import port, NHAVA SHEVA SEA,0.25
1892,3215,import port, MUNDRA,0.14
1893,3215,import port, CHENNAI SEA,0.11
1894,3215,import port, MUMBAI AIR,0.07
1895,3215,import port, DELHI (ICD),0.07
1896,3215,import port, KOLKATA SEA,0.04
1897,3215,import port, CFS PATPARGANJ,0.03
1898,3215,import port, ICD SABARMATI,0.03
1899,3215,import port, AHMEDABAD AIR CARGO COMPLEX,0.02
1900,7304,country, CHINA P RP,3.42
1901,7304,country, JAPAN,0.66
1902,7304,country, U S A,0.25
1903,7304,country, SPAIN,0.23
1904,7304,country, GERMANY,0.19
1905,7304,country, ITALY,0.17
1906,7304,country, KOREA RP,0.10
1907,7304,country, FRANCE,0.09
1908,7304,country, BELGIUM,0.05
1909,7304,country, U K,0.05
1910,7304,import port, NHAVA SHEVA SEA,1.67
1911,7304,import port, CHENNAI SEA,0.95
1912,7304,import port, MUNDRA,0.76
1913,7304,import port, MUMBAI SEA,0.48
1914,7304,import port, ICD SABARMATI,0.34
1915,7304,import port, KOLKATA SEA,0.31
1916,7304,import port, ICD TONDIAR-PET CHENNAI,0.12
1917,7304,import port, SEZ Jamnagar (Reliance),0.11
1918,7304,import port, PIPAVAB(VICYOR),0.09
1919,7304,import port, DELHI (ICD),0.09
1920,5407,country, CHINA P RP,0.80
1921,5407,country, KOREA RP,0.09
1922,5407,country, TAIWAN,0.05
1923,5407,country, MALAYSIA,0.03
1924,5407,country, HONG KONG,0.03
1925,5407,country, INDONESIA,0.02
1926,5407,country, THAILAND,0.01
1927,5407,country, SAUDI ARAB,0.01
1928,5407,country, VIETNAM SOC REP,0.01
1929,5407,country, U ARAB EMTS,0.01
1930,5407,import port, DELHI (ICD),0.28
1931,5407,import port, NHAVA SHEVA SEA,0.22
1932,5407,import port, DELHI AIR,0.15
1933,5407,import port, CHENNAI SEA,0.14
1934,5407,import port, CFS PATPARGANJ,0.10
1935,5407,import port, CFS  MULUND,0.02
1936,5407,import port, CHENNAI EPZ,0.02
1937,5407,import port, ICD BANGALORE,0.02
1938,5407,import port, BANGALORE AIRPORT,0.02
1939,5407,import port, CHENNAI AIR,0.02
1940,4707,country, U S A,2.04
1941,4707,country, U ARAB EMTS,0.46
1942,4707,country, U K,0.40
1943,4707,country, SRI LANKA DSR,0.20
1944,4707,country, SAUDI ARAB,0.19
1945,4707,country, BELGIUM,0.13
1946,4707,country, KUWAIT,0.13
1947,4707,country, AUSTRALIA,0.09
1948,4707,country, NETHERLAND,0.09
1949,4707,country, NEW ZEALAND,0.08
1950,4707,import port, NHAVA SHEVA SEA,0.78
1951,4707,import port," HAZIRA PORT, SURAT",0.45
1952,4707,import port, TUTICORIN SEA,0.40
1953,4707,import port, ICD LUDHIANA,0.36
1954,4707,import port, ICD LONI,0.35
1955,4707,import port, MUNDRA,0.33
1956,4707,import port, ICD TUTICORIN,0.25
1957,4707,import port, CFS STARTRACK DADRI,0.21
1958,4707,import port, ICD THAR DRY PORT,0.12
1959,4707,import port, KOLKATA SEA,0.12
1960,4823,country, CHINA P RP,0.11
1961,4823,country, U S A,0.08
1962,4823,country, GERMANY,0.05
1963,4823,country, U K,0.03
1964,4823,country, ITALY,0.02
1965,4823,country, JAPAN,0.02
1966,4823,country, FRANCE,0.01
1967,4823,country, MALAYSIA,0.01
1968,4823,country, KOREA RP,0.01
1969,4823,country, SRI LANKA DSR,0.01
1970,4823,import port, NHAVA SHEVA SEA,0.12
1971,4823,import port, CHENNAI SEA,0.06
1972,4823,import port, DELHI (ICD),0.06
1973,4823,import port, KOLKATA SEA,0.03
1974,4823,import port, ICD FARIDABAD,0.02
1975,4823,import port, DELHI AIR,0.02
1976,4823,import port, MUMBAI AIR,0.02
1977,4823,import port, ICD BANGALORE,0.02
1978,4823,import port, COCHIN SEA,0.01
1979,4823,import port, CFS PATPARGANJ,0.01
1980,6204,country, CHINA P RP,0.16
1981,6204,country, SPAIN,0.06
1982,6204,country, BANGLADESH PR,0.05
1983,6204,country, SRI LANKA DSR,0.03
1984,6204,country, ITALY,0.02
1985,6204,country, U K,0.02
1986,6204,country, TURKEY,0.01
1987,6204,country, FRANCE,0.01
1988,6204,country, U S A,0.00
1989,6204,country, HONG KONG,0.00
1990,6204,import port, DELHI AIR,0.12
1991,6204,import port, MUMBAI AIR,0.11
1992,6204,import port, NHAVA SHEVA SEA,0.04
1993,6204,import port, PETRAPOLE LAND,0.04
1994,6204,import port, CHENNAI SEA,0.02
1995,6204,import port, BANGALORE AIRPORT,0.01
1996,6204,import port, DELHI (ICD),0.01
1997,6204,import port, CFS PATPARGANJ,0.01
1998,6204,import port, J MATADEE CHENNAI,0.01
1999,6204,import port, CHENGRABANDHA RLY.STATION,0.01
